movies,full_situation
"['I ♥ Huckabees (known usually as I Heart Huckabees but also as I Love Huckabees)', 'American Splendor', 'American Beauty']","REJECT. you might like it hell yeah thats good move too see Have you ever seen Lost in Translation? I'm wondering if it is worth seeing. I feel like I've seen it, what actors are in it? what about this its good too Why did you recommend this movie? RECOMMEND I ♥ Huckabees (known usually as I Heart Huckabees but also as I Love Huckabees) Why did you reject the movie? Not interested in that movie either, it is not in my taste. I made a mistake. Why did you accept the movie? This kind of movie seems right up my alley. I will have to rent it! Thank you for your recommendation! seeker. RECOMMEND American Splendor Why did you reject the movie? REJECT. I may have to watch this as well. Thank you. Why did you recommend this movie? RECOMMEND American Beauty or you could see  Brokeback Mountain lol its all good A lonely, aging movie star named Bob Harris (Bill Murray) and a conflicted newlywed, Charlotte (Scarlett Johansson), meet in Tokyo. Bob is there to film a Japanese whiskey commercial; Charlotte is accompanying her celebrity-photographer husband. Strangers in a foreign land, the two find escape, distraction and understanding amidst the bright Tokyo lights after a chance meeting in the quiet lull of the hotel bar. They form a bond that is as unlikely as it is heartfelt and meaningful ACCEPT. Why did you recommend this movie?"
"['Apollo 13', 'Dances with Wolves']","Do you enjoy stuff by Ron Howard by chance? I like older films like this. ACCEPT. was chosen for best Drama but also from 90s Hi, my favorite movies are Ransom, Nell, Schindler's List, Rob Roy, and Philadelphia. RECOMMEND Apollo 13 Why did you recommend this movie? ACCEPT. Drama and from the 90s might just enjoy it. I might, let me check it out. Well those a pretty good movies. But what genres do you prefer? Any other actors you happen to enjoy by the way? Why did you recommend this movie? Why did you accept the movie? Why did you accept the movie? RECOMMEND Dances with Wolves Mel Gibson, Jodie Foster, Liam Neeson.  I like Spielberg as a director It has Tom Hanks in it. Mostly dramas from the early to mid 90's."
['Fight Club'],"Alright, I'm going to suggest something, but I feel you would have seen it. I am totally ready to help you find a great movie.  First, tell me a movie that you watched and liked. Ok.  No romance.  Got it. Not sure if I would like this as it's more action then a thriller. REJECT. Hello! Are you ready to help me find a great movie? I have strange tastes so prepare yourself :) Why did you recommend this movie? Well I like a few psychological thrillers, if they are REALLY good. I also like things like Road trip and Oceans Eleven. I am very eclectic in taste. I like some big name movies in different genres..but no romance please I don't mind repeats :). RECOMMEND Fight Club Why did you reject the movie? It'll change your life. None of that gushy stuff tonight :)."
"['300', 'Jaws', 'Jurassic Park', 'Back to the Future', '""Thumbelina"" ()']","Why did you recommend this movie? not what i asked for. This has a lot of drama Why did you recommend this movie? anything with any crime or drama mixed into the thriller genre? the idea of time travel is cool. RECOMMEND Jaws This makes you do some thinking RECOMMEND 300 RECOMMEND Jurassic Park this is a better thriller i know you will like! that title is also an interesting movie. I dont have many recommendation in that type can you give me more information. This is a thriller ACCEPT. Why did you recommend this movie? ACCEPT. REJECT. RECOMMEND ""Thumbelina"" () ACCEPT. Why did you recommend this movie? RECOMMEND Back to the Future i would like to see a thinking type thriller. something to keep me guessing Why did you recommend this movie? the jurrasic park movie is a thrill. Why did you accept the movie? Why did you accept the movie? Why did you accept the movie? Why did you reject the movie? this is my last recommendation and it has some drama and everyone loves comedy"
['Jurassic Park'],"I love Spielberg thats why! Why did you recommend this movie? Yeah I dig drama.. like 80's films ACCEPT. So you like Drama, thriller more then comedy? Why did you accept the movie? It was my only Steven Spielberg movie and a drama RECOMMEND Jurassic Park I love Spielberg.. ET is my ultimate favorite!"
"[""It's a Mad, Mad, Mad, Mad World"", 'Braveheart']","An older, classic comedy with a fantastic cast! Hey there, I like watching movies but I just dont know what movie to watch this time. My favorite kinds of movies are comedys and war movies! This is an older war film which was one of the things I said I liked to watch as well. It sounds like you have awesome taste in films! Do you like newer movies or older movies? I lean more towards older films because I watched those as a child. Why did you recommend this movie? Why did you accept the movie? It is an older movie like I specified I like and it is a comedy which I specified as well. RECOMMEND Braveheart Why did you recommend this movie? I know you like war movies and I watched this one as a kid too! Why did you accept the movie? ACCEPT. RECOMMEND It's a Mad, Mad, Mad, Mad World ACCEPT."
"['Monsters, Inc.']","RECOMMEND Monsters, Inc. Hey there! I am interested in watching something tonight. I love watching adventure movies. Particularly those that are animated like Pixar Toy Story. Also into some horror and thriller. Any suggestions? They like Toy Story this is similar I enjoy Pixar animation movies. Why did you recommend this movie? ACCEPT. Why did you accept the movie?"
['Saving Private Ryan'],"Why did you accept the movie? ACCEPT. Why did you recommend this movie? RECOMMEND Saving Private Ryan I like movies that are based on historical dramas, too. Can you recommend any? ;) I really enjoy movies that are based on real historical events. Do you have any recommendations? It matches my interests. This is one of the more popular historical dramas listed Can you recommend some movies to me?"
"['Limitless', 'Interstellar', 'Life of Pi']",That looks like a good movie. seeker. Do you like Bradley Cooper or Neil Burger Why did you recommend this movie? Why did you recommend this movie? ACCEPT. ACCEPT. I don't know. I like Ben Afflek and Neil Patrick Harris. ACCEPT. RECOMMEND Life of Pi Do you have a favorite actor or director? Why did you accept the movie? RECOMMEND Interstellar This may interest you. Its a thriller. RECOMMEND Limitless You may also enjoy this one! Why did you accept the movie? Why did you accept the movie? I love drama films. That sounds great! Does this sound appealing or do you have other interests I like Spike Jones. Why did you recommend this movie?
['Apollo 13'],it is a drama fro the 90s perfect! what is your favorite genre? any preferred actors? Why did you recommend this movie? Why did you reject the movie? RECOMMEND Apollo 13 REJECT. well I love lots of genres I think. But I just barely seem to favor drama films. oh and I love 90s films! I don't think it's the right fit for me. Hi I'm looking for a great new movie to watch!
[],"Tell me some things about the movies you have that I might like. Kagemusha seems to have more of the suspense you are looking for. It has a political story about Japanese history and the story of a criminal that is taught to impersonate a dying warlord. The character is trying to find the meaning behind troubling Doomsday type visions. It got very good reviews, even a cult like following. But I have other movies too. I love supernatural movies, not a fan of fantasy movies. But I'd love to see your recommendation. The Neo Nazi movement in Venice, California, Hold on, getting more info Well, I have one about American History from 1998, starring Edward Norton and Edward Furlong I love thrillers and suspense movies and novels. Drew Barrymore and Jake Gyllenhaal are good about just everything they're in. Let me tell you about the plot too. I was very interested in that movie, I have a love/hate relationship with Doomsday movies but as I stated, I am a huge fan of Jake. What other movies do you have? REJECT. Well, what are you interested in, and I'll see if I can suggest something. I have a deep interest in all things history, especially American History. I am also an Edward Norton fan. The Neo Nazi movement in Venice, California, Hold on, getting more info Hello! ACCEPT. How do you feel about supernatural fantasy drama? I know that sounds complex, but I think it has a great cast and story. Oh great! I saw a message saying the system said you wouldn't like that at all. It's called American History X. But I can recommend other movies to you also if interested. ACCEPT. Drew Barrymore and Jake Gyllenhaal are good about just everything they're in. Let me tell you about the plot too. Hi, I have a bunch of movies you might like. The movie did not sound interesting to me. I noted that I would love the movie but I am interested in the other movies you have to offer. I am huge fan of Jake Gyllenhaal. Not only that, I have heard amazing things about this movie. I just haven't had the chance to see it Kagemusha seems to have more of the suspense you are looking for. It has a political story about Japanese history and the story of a criminal that is taught to impersonate a dying warlord. What part of American History does it cover?"
